Id,RevDate,RunKey,PrevRunKey,PrevTrain,SchedTrain,ActTrain,Route,SchedOrigin,SchedDest,ActOrigin,ActDest,StartTime,EndTime,StartLoc,EndLoc,DelaySec,DelayCode,EOLDelay,PassDelay,NumPassDelayed,DelayGroup
43,15NOV2022,87,819,117,117,117,6,M90,S50,M90,S50,38322,38322,M90,M90,522,LA,294,0.87,6,8
44,15NOV2022,828,"",,215,215,3,S50,R60,S50,R60,33047,33047,S50,S50,,ED,80,,,9
45,15NOV2022,828,"",,215,215,3,S50,R60,S50,R60,33047,33709,S50,S40,410,LR,80,1.13888888888889,10,9
46,15NOV2022,842,"",,121,121,5,S50,M90,S50,M90,33640,33640,S50,S50,,ED,43,,,10
47,15NOV2022,842,"",,121,121,5,S50,M90,S50,M90,33640,34780,S50,S40,894,LR,43,3.44944444444444,14,10
48,15NOV2022,800,"",,511,511,11,L30,M90,L30,M90,34157,34673,M10,M16,313,AD,435,,0.0305555555555556,11
49,15NOV2022,780,702,111,111,111,5,S50,M90,S50,M90,34046,34566,M10,M16,351,AD,663,,0.0305555555555556,11
50,15NOV2022,845,,,405,,13,W40,Y10,"","",34788,34788,W40,W40,,HL,,,,
51,15NOV2022,793,714,113,113,113,5,S50,M90,S50,M50,35259,35259,M50,M50,,OL,"",,21,
52,15NOV2022,850,"",,111,111,6,M90,S50,M60,S50,35765,35765,M60,M60,,CL,-39,,30,12
53,15NOV2022,802,"",,309,309,1,C88,Y10,C88,Y10,35898,35898,M60,M60,333,CD,361,7.59027777777778,166,12
54,15NOV2022,859,,,405,,14,Y10,W40,"","",35784,35784,Y10,Y10,,HL,,,,
55,15NOV2022,857,"",,511,511,12,M90,L30,M90,L30,35811,35811,M90,M90,321,LD,219,1.24833333333333,14,
56,15NOV2022,812,"",,513,513,11,L30,M90,L30,M90,35876,35876,M50,M50,340,DH,346,57.2941666666667,23,
57,15NOV2022,847,"",,303,303,2,Y10,C88,Y10,C88,36176,36176,M90,M90,330,CD,392,6.35,141,
58,15NOV2022,65,,,405,,8,W40,R60,"","",36216,36216,W40,W40,,HL,,,,
59,15NOV2022,855,"",,123,123,5,S50,M90,S50,M90,35461,36404,S50,S20,326,AD,258,,0.0419444444444444,
60,15NOV2022,73,,,419,,7,R60,W40,"","",36804,36804,R60,R60,,HL,,,,
61,15NOV2022,99,830,119,119,119,6,M90,S50,M90,S50,39114,39114,M90,M90,414,LD,299,0.23,2,
62,15NOV2022,860,"",,305,305,2,Y10,C88,Y10,C80,39380,39380,K30,K30,506,DH,"",57.2941666666667,58,
63,15NOV2022,109,841,401,401,401,7,R60,W40,R60,W40,39861,39861,R60,R60,357,LD,65,1.4875,15,
64,15NOV2022,863,"",,501,501,11,L30,M90,L30,M90,39560,40102,M80,M90,314,LR,352,0.610555555555556,7,13
65,15NOV2022,130,,,419,,13,W40,Y10,"","",41088,41088,W40,W40,,HL,,,,
66,15NOV2022,71,789,307,307,307,2,Y10,C88,Y10,C70,41504,41504,C70,C70,,OL,"",,1,
67,15NOV2022,860,"",,305,305,2,Y10,C88,Y10,C80,41578,41578,C80,C80,,OL,"",,16,
68,15NOV2022,143,,,419,,14,Y10,W40,"","",42084,42084,Y10,Y10,,HL,,,,
69,15NOV2022,150,,,419,,8,W40,R60,"","",42516,42516,W40,W40,,HL,,,,
70,15NOV2022,128,853,219,219,219,4,R60,S50,R60,S50,42522,42522,K10,K10,,ND,297,,53,
71,15NOV2022,125,856,207,207,207,3,S50,R60,S50,R60,41941,42577,A80,A70,342,LR,202,1.6625,19,
72,15NOV2022,146,93,517,515,515,11,L30,M90,L30,M90,42809,42809,L20,L20,357,DH,315,57.2941666666667,27,
73,15NOV2022,127,850,111,111,111,5,S50,M90,S50,M90,43552,43552,A50,A50,385,CD,426,3.71805555555556,69,
74,15NOV2022,173,104,215,215,215,3,S50,R60,S50,R60,44274,45598,S50,A90,334,AD,236,,0.0147222222222222,
75,15NOV2022,175,99,119,119,119,5,S50,M90,S50,M90,46584,46584,A60,A60,,ND,814,,31,
76,15NOV2022,156,76,321,321,321,2,Y10,C88,Y10,C88,47024,47024,C40,C40,,ND,187,,58,
77,15NOV2022,185,116,217,217,217,3,S50,R60,S50,R60,47266,47266,A60,A60,,ND,702,,25,14
78,15NOV2022,171,"",,107,107,6,M90,S50,M90,S50,47193,47193,A60,A60,,ND,405,,27,14
79,15NOV2022,217,,,419,,7,R60,W40,"","",47604,47604,R60,R60,,HL,,,,
80,15NOV2022,211,135,101,101,101,5,S50,M90,S50,M90,47377,47954,S40,S20,382,AD,44,,0.0241666666666667,
81,15NOV2022,197,128,219,219,219,3,S50,R60,S50,R60,48230,48230,A60,A60,,ND,314,,13,
82,15NOV2022,228,148,307,307,307,2,Y10,C88,Y10,C88,48792,48792,Y10,Y10,348,LD,631,8.99,93,16
83,15NOV2022,160,"",,309,309,1,C88,Y10,C88,Y10,48311,48970,W30,Y10,389,LR,394,2.70138888888889,25,16
84,15NOV2022,236,,,105,,5,S50,M90,"","",48864,48864,S50,S50,,HL,,,,
85,15NOV2022,196,120,315,315,315,1,C88,Y10,C88,Y10,49007,49007,K20,K20,308,CD,413,6.13888888888889,138,
86,15NOV2022,212,137,209,209,209,4,R60,S50,R60,S50,49014,49014,K30,K30,652,DH,853,57.2941666666667,46,
87,15NOV2022,213,158,517,517,517,12,M90,L30,M90,L30,48745,49427,M10,A10,328,LR,342,5.50666666666667,56,15
88,15NOV2022,198,191,403,403,403,8,W40,R60,W40,R60,48503,49248,M10,K10,523,LR,454,9.1875,63,15
89,15NOV2022,185,116,217,217,217,3,S50,R60,S50,R60,48340,49115,A10,K10,589,LR,702,5.99,36,15
90,15NOV2022,192,112,301,301,301,2,Y10,C88,Y10,C88,48100,49071,M10,K10,737,LR,674,26.32,126,15
91,15NOV2022,176,101,203,203,203,4,R60,S50,R60,S50,48378,49101,A90,S20,327,LR,595,1.00222222222222,11,
92,15NOV2022,245,176,203,203,203,3,S50,R60,S50,R60,50005,50005,S50,S50,451,LA,578,2.50555555555556,20,
93,15NOV2022,243,175,119,119,119,6,M90,S50,M90,S50,50166,50166,M90,M90,666,LA,620,1.11,6,
94,15NOV2022,260,,,109,,5,S50,M90,"","",50664,50664,S50,S50,,HL,,,,
95,15NOV2022,257,"",,205,205,3,S50,R60,S50,R60,51084,51084,S50,S50,630,LD,647,1.575,9,
96,15NOV2022,244,"",,323,323,1,C88,Y10,C88,Y10,51364,51364,C30,C30,401,DH,216,57.2941666666667,44,
97,15NOV2022,266,213,517,515,515,11,L30,M90,L30,M90,51489,51732,L30,L20,336,AD,189,,0.0175,
98,15NOV2022,274,,,419,,13,W40,Y10,"","",51888,51888,W40,W40,,HL,,,,
99,15NOV2022,281,"",,209,209,3,S50,R60,S50,R60,52937,52937,S50,S50,683,LD,652,1.7075,9,17
100,15NOV2022,224,149,211,211,211,4,R60,S50,R60,S50,52541,53173,S20,S40,347,AD,534,,0.0377777777777778,17
101,15NOV2022,271,195,111,111,111,5,S50,M90,S50,M90,51697,52662,S50,S20,384,AD,322,,0.0341666666666667,17
102,15NOV2022,293,224,211,211,211,3,S50,R60,S50,R60,53528,53528,S50,S50,374,LA,155,0.415555555555556,4,17
103,15NOV2022,287,,,419,,14,Y10,W40,"","",52884,52884,Y10,Y10,,HL,,,,
104,15NOV2022,294,,,419,,8,W40,R60,"","",53316,53316,W40,W40,,HL,,,,
105,15NOV2022,295,219,115,115,115,5,S50,M90,S50,M90,53733,53733,S50,S50,393,LD,366,1.965,18,18
106,15NOV2022,303,,,105,,6,M90,S50,"","",54000,54000,M90,M90,,HL,,,,
107,15NOV2022,228,148,307,307,307,2,Y10,C88,Y10,C88,53941,54229,C80,C88,307,AD,631,,0.0433333333333333,
108,15NOV2022,327,,,109,,6,M90,S50,"","",55800,55800,M90,M90,,HL,,,,
109,15NOV2022,256,180,325,325,325,1,C88,Y10,C88,Y10,55462,56040,W30,Y10,308,LR,264,2.39555555555556,28,
110,15NOV2022,334,277,405,405,405,13,W40,Y10,W40,Y10,56418,56988,W40,Y10,306,LR,336,0.17,2,
111,15NOV2022,332,255,121,121,121,5,S50,M90,S50,M90,56166,57515,S50,A90,347,AD,53,,0.00888888888888889,19
112,15NOV2022,329,259,217,217,217,3,S50,R60,S50,R60,56029,57273,S50,A90,309,AD,239,,0.00194444444444444,19
113,15NOV2022,361,,,419,,7,R60,W40,"","",58404,58404,R60,R60,,HL,,,,
114,15NOV2022,356,281,209,209,209,4,R60,S50,R60,S50,59249,60119,K30,A10,458,AD,446,,0.0288888888888889,20
115,15NOV2022,349,282,417,417,417,7,R60,W40,R60,W40,58864,59342,K30,K20,458,AD,413,,0.000555555555555556,20
116,15NOV2022,344,269,207,207,207,4,R60,S50,R60,S50,58513,59136,K30,K20,413,LR,616,11.9722222222222,100,20
117,15NOV2022,328,"",,311,311,1,C88,Y10,C88,Y10,58227,59017,K30,K20,574,LR,553,15.2444444444444,98,20
118,15NOV2022,413,344,207,207,207,3,S50,R60,S50,R60,62557,62557,S50,S50,403,LA,1128,1.45527777777778,13,20
119,15NOV2022,406,349,417,417,417,13,W40,Y10,W40,Y10,62155,62155,W40,W40,367,LA,307,0.509722222222222,5,20
120,15NOV2022,380,,,105,,5,S50,M90,"","",59664,59664,S50,S50,,HL,,,,21
121,15NOV2022,367,"",,103,103,5,S50,M90,S50,M90,59119,59814,S40,S20,363,AD,43,,0.000555555555555556,21
122,15NOV2022,308,233,201,201,201,4,R60,S50,R60,S50,58541,59637,S20,S50,408,AD,417,,0.0147222222222222,21
123,15NOV2022,368,293,211,211,211,4,R60,S50,R60,S50,60449,60913,K10,A10,290,LR,356,13.8333333333333,166,
124,15NOV2022,404,,,109,,5,S50,M90,"","",61464,61464,S50,S50,,HL,,,,
125,15NOV2022,391,"",,107,107,5,S50,M90,S50,M90,60925,61551,S40,S20,345,AD,67,,0.00333333333333333,
126,15NOV2022,412,336,325,325,325,1,C88,Y10,C88,Y10,62335,62670,C88,C80,420,AD,333,,0.0252777777777778,
127,15NOV2022,418,,,419,,13,W40,Y10,"","",62688,62688,W40,W40,,HL,,,,
128,15NOV2022,425,"",,209,209,3,S50,R60,S50,R60,63387,63387,S50,S50,333,LD,635,1.0175,11,
129,15NOV2022,431,,,419,,14,Y10,W40,"","",63684,63684,Y10,Y10,,HL,,,,
130,15NOV2022,438,,,419,,8,W40,R60,"","",64116,64116,W40,W40,,HL,,,,
131,15NOV2022,439,363,115,115,115,5,S50,M90,S50,M90,64114,64660,S50,S40,300,LR,240,0.583333333333333,7,
132,15NOV2022,447,,,105,,6,M90,S50,"","",64800,64800,M90,M90,,HL,,,,
133,15NOV2022,420,"",,313,313,2,Y10,C88,Y10,C88,65879,65879,K20,K20,349,DH,253,57.2941666666667,591,
134,15NOV2022,451,375,117,117,117,5,S50,M90,S50,M90,65382,65989,S40,S20,373,AD,48,,0.000833333333333333,
135,15NOV2022,471,,,109,,6,M90,S50,"","",66600,66600,M90,M90,,HL,,,,
136,15NOV2022,473,,,217,,3,S50,R60,"","",66654,66654,S50,S50,,HL,,,,
137,15NOV2022,466,409,403,403,403,13,W40,Y10,W40,Y10,66351,67043,W40,Y10,428,LR,491,0.356666666666667,3,22
138,15NOV2022,400,"",,323,323,1,C88,Y10,C88,Y10,66397,67040,W30,Y10,373,LR,464,5.69861111111111,55,22
139,15NOV2022,472,29,918,309,309,1,C88,Y10,C88,Y10,66855,67125,C88,C80,375,AD,127,,0.0377777777777778,
140,15NOV2022,428,353,221,221,221,4,R60,S50,R60,S50,67730,68405,S20,S40,421,AD,466,,0.0502777777777778,23
141,15NOV2022,416,341,219,219,219,4,R60,S50,R60,S50,66763,67480,S20,S40,417,AD,445,,0.000555555555555556,23
142,15NOV2022,411,343,123,123,123,6,M90,S50,M90,S50,66464,67325,S20,S40,363,LR,468,5.54583333333333,55,23
143,15NOV2022,496,428,221,221,221,3,S50,R60,S50,R60,68767,68767,S50,S50,313,LA,630,0.956388888888889,11,23
144,15NOV2022,426,419,417,417,417,8,W40,R60,W40,R60,66708,67707,R30,R40,813,LR,858,46.2958333333333,205,24
145,15NOV2022,413,344,207,207,207,3,S50,R60,S50,R60,67605,67605,R40,R40,844,DH,1128,57.2941666666667,80,24
146,15NOV2022,425,"",,209,209,3,S50,R60,S50,R60,67640,67640,R20,R20,303,CD,635,8.1975,206,
147,15NOV2022,460,"",,307,307,1,C88,Y10,C88,Y10,68222,68222,C20,C20,591,DH,634,57.2941666666667,56,
148,15NOV2022,487,413,207,207,207,4,R60,S50,R60,S50,68289,68289,R60,R60,525,LD,451,0.875,6,
149,15NOV2022,492,"",,513,513,11,L30,M90,L30,M90,68496,69359,L20,L10,326,AD,308,,0.0741666666666667,
150,15NOV2022,497,490,405,405,405,8,W40,R60,W40,R60,69253,69769,W20,W10,312,LR,390,1.375,15,
151,15NOV2022,504,450,421,419,419,7,R60,W40,R60,W40,69849,69849,R60,R60,627,LD,938,0.696666666666667,4,
152,15NOV2022,504,450,421,419,419,7,R60,W40,R60,W40,71083,71823,K30,K10,576,AD,938,,0.0602777777777778,25
153,15NOV2022,495,420,313,313,313,1,C88,Y10,C88,Y10,71058,71538,K20,K10,354,LR,324,7.16527777777778,67,25
154,15NOV2022,508,437,211,211,211,4,R60,S50,R60,S50,70897,71502,K30,K20,395,LR,454,3.30388888888889,38,25
155,15NOV2022,484,"",,311,311,1,C88,Y10,C88,Y10,70340,70900,K20,M10,313,AD,299,,0.0313888888888889,25
156,15NOV2022,498,425,209,209,209,4,R60,S50,R60,S50,70601,70601,K20,K20,387,CD,445,2.71083333333333,49,25
157,15NOV2022,536,,,217,,4,R60,S50,"","",72402,72402,R60,R60,,HL,,,,
158,15NOV2022,491,412,325,325,325,2,Y10,C88,Y10,C88,73330,73818,C80,C88,356,LR,420,0.593333333333333,6,
159,15NOV2022,517,512,409,409,409,8,W40,R60,W40,R60,74788,74788,R50,R50,477,DH,845,57.2941666666667,11,26
160,15NOV2022,507,440,223,223,223,3,S50,R60,S50,R60,74226,74779,R50,R60,319,LR,775,0.531666666666667,6,26
161,15NOV2022,509,"",,407,407,8,W40,R60,W40,R60,73682,74295,R50,R60,379,LR,693,2.52666666666667,24,26
162,15NOV2022,534,"",,205,205,3,S50,R60,S50,R60,74591,74591,A40,A40,,ND,849,,12,
163,15NOV2022,518,449,213,213,213,4,R60,S50,R60,S50,75012,75012,S20,S20,311,CD,478,0.491388888888889,11,
164,15NOV2022,515,452,201,201,201,3,S50,R60,S50,R60,75183,76001,R50,R60,584,LR,1031,1.62222222222222,10,27
165,15NOV2022,515,452,201,201,201,3,S50,R60,S50,R60,75183,75183,R50,R50,399,CD,1031,1.75277777777778,40,27
166,15NOV2022,535,531,413,413,413,8,W40,R60,W40,R60,75508,75508,K30,K30,347,CD,911,6.51472222222222,134,
167,15NOV2022,558,525,203,203,203,4,R60,S50,R60,S50,77299,77299,R60,R60,517,LD,688,0.430833333333333,3,28
168,15NOV2022,540,487,207,207,207,3,S50,R60,S50,R60,78467,79338,R50,R60,637,LR,1548,0.707777777777778,4,28
169,15NOV2022,542,"",,415,415,8,W40,R60,W40,R60,77539,78757,R50,R60,984,LR,1543,1.36666666666667,5,28
170,15NOV2022,540,487,207,207,207,3,S50,R60,S50,R60,78467,78467,R50,R50,528,DH,1548,57.2941666666667,4,28
171,15NOV2022,534,"",,205,205,3,S50,R60,S50,R60,77070,77739,R50,R60,435,LR,849,0.3625,3,28
172,15NOV2022,535,531,413,413,413,8,W40,R60,W40,R60,76331,77087,R40,R60,504,AD,911,,0.0725,28
173,15NOV2022,527,"",,411,411,8,W40,R60,W40,R60,75328,76821,R50,R60,1259,LR,1401,2.79777777777778,8,28
174,15NOV2022,525,464,203,203,203,3,S50,R60,S50,R60,76029,76029,R50,R50,,DH,268,57.2941666666667,,28
175,15NOV2022,581,558,203,203,203,3,S50,R60,S50,R60,82519,82519,S50,S50,469,LA,659,1.30277777777778,10,28
176,15NOV2022,564,523,519,505,505,12,M90,L30,M90,L30,78671,78671,M90,M90,359,LD,1116,0.498611111111111,5,
177,15NOV2022,556,529,501,501,501,12,M90,L30,M90,L30,77802,79623,M16,M10,1413,LR,1494,69.0738888888889,178,29
178,15NOV2022,553,"",,303,303,1,C88,Y10,C88,Y10,78265,79598,K10,M10,1075,LR,1060,24.8308333333333,83,29
179,15NOV2022,555,519,509,509,509,11,L30,M90,L30,M90,79329,79329,M10,M10,935,DH,874,57.2941666666667,48,29
180,15NOV2022,568,567,321,321,321,2,Y10,C88,Y10,C88,79523,79523,Y10,Y10,329,LD,951,7.03694444444444,77,
181,15NOV2022,562,"",,307,307,1,C88,Y10,C88,Y10,79067,79693,C30,C20,338,LR,436,3.14416666666667,33,
182,15NOV2022,560,559,317,317,317,2,Y10,C88,Y10,C88,79990,79990,M20,M20,790,DH,995,57.2941666666667,187,
183,15NOV2022,564,523,519,505,505,12,M90,L30,M90,L30,80016,80016,M30,M30,452,DH,1116,57.2941666666667,118,
184,15NOV2022,573,,,223,,3,S50,R60,"","",80250,80250,S50,S50,,HL,,,,
185,15NOV2022,563,492,513,513,513,11,L30,M90,L30,M90,80628,80628,M10,M10,321,DH,481,57.2941666666667,67,
186,15NOV2022,552,"",,313,313,2,Y10,C88,Y10,C88,80206,81128,C50,C60,616,LR,1099,8.8,55,
187,15NOV2022,577,552,313,313,313,1,C88,Y10,C88,Y10,81947,81947,C88,C88,887,LD,1283,1.47833333333333,6,
188,15NOV2022,578,553,303,303,303,14,Y10,W40,Y10,W40,82001,82001,Y10,Y10,917,LD,854,4.07555555555556,16,
189,15NOV2022,574,549,211,211,211,4,R60,S50,R60,S50,81819,82242,K30,K20,325,AD,187,,0.0655555555555556,
190,15NOV2022,582,534,205,215,215,4,R60,S50,R60,S50,82622,82622,R60,R60,380,LA,404,0.211111111111111,2,
191,15NOV2022,586,562,307,307,307,14,Y10,W40,Y10,W40,83261,83261,Y10,Y10,377,LA,350,1.57083333333333,15,
192,15NOV2022,576,575,325,325,325,2,Y10,C88,Y10,C88,84783,84783,K30,K30,462,DH,976,57.2941666666667,103,
193,15NOV2022,598,,,223,,4,R60,S50,"","",85842,85842,R60,R60,,HL,,,,
194,15NOV2022,584,583,303,303,303,2,Y10,C88,Y10,C88,85900,86389,K20,K30,511,AD,641,,0.0791666666666667,
195,15NOV2022,600,"",,311,311,2,Y10,C88,Y10,C88,86705,86705,Y10,Y10,305,LD,226,3.8125,45,30
196,15NOV2022,602,,,313,,14,Y10,W40,"","",86484,86484,Y10,Y10,,HL,,,,30
197,15NOV2022,585,522,305,317,918,1,C88,Y10,Y10,Y10,87034,87034,M10,M10,,ND,1449,,,
198,15NOV2022,593,560,317,321,321,1,C88,Y10,C88,Y10,87293,87293,K30,K30,318,DH,503,57.2941666666667,6,
199,15NOV2022,595,572,509,509,509,11,L30,M90,L30,M90,87839,87839,M10,M10,311,DH,319,57.2941666666667,9,
200,15NOV2022,607,,,317,,14,Y10,W40,"","",88284,88284,Y10,Y10,,HL,,,,
201,15NOV2022,606,581,203,203,203,4,R60,S50,R60,S50,89952,90309,K30,K20,332,AD,856,,0.000277777777777778,
202,15NOV2022,608,593,321,321,321,14,Y10,W40,Y10,W40,90650,90650,Y10,Y10,566,LA,639,,,
203,15NOV2022,603,576,325,325,325,1,C88,Y10,C88,Y10,93551,93551,W30,W30,791,DH,1193,57.2941666666667,7,
