Id,RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10
243,13NOV2022,372/16:58:27-501,233,22962-61656-501-11,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
244,13NOV2022,372/18:11:46-501,266,22962-65670-501-12,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
245,13NOV2022,372/19:26: 6-501,306,22962-71616-501-11,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
246,13NOV2022,372/21: 0:27-501,327,22962-75630-501-12,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
247,13NOV2022,372/22: 4:43-501,355,22962-80616-501-11,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
248,13NOV2022,372/23:27:36-501,377,22962-84612-501-12,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
249,13NOV2022,373/10:33:36-323,53,22962-38460-323-2,10,10,,,,,,,,,,,
250,13NOV2022,373/10:52:46-323,60,22962-39642-323-1,10,10,,,,,,,,,,,
251,13NOV2022,376/10:50:23-209,58,22962-38964-209-4,8,8,0,376,1906,1858,1682,1829,1539,1586,1245,,
252,13NOV2022,376/12:12:27-209,98,22962-44154-209-3,8,8,0,376,1906,1858,1682,1829,1539,1586,1245,,
253,13NOV2022,378/10:59:12-403,63,22962-39762-403-7,10,10,1,3080,4183,4020,3012,3085,4122,4048,4060,4114,3097
254,13NOV2022,378/12:14: 7-403,96,22962-44046-403-13,10,10,1,3080,4183,4020,3012,3085,4122,4048,4060,4114,3097
255,13NOV2022,378/12:19: 4-403,106,22962-45234-403-14,10,10,,,,,,,,,,,
256,13NOV2022,378/12:38:55-403,108,22962-45606-403-8,10,10,1,3080,4183,4020,3012,3085,4122,4048,4060,4114,3097
257,13NOV2022,379/11: 5:42-321,67,22962-40260-321-2,10,10,1,3029,4058,4175,4118,3095,3153,4016,4257,4259,3035
258,13NOV2022,379/11:22:54-321,74,22962-41442-321-1,10,10,1,3029,4058,4175,4118,3095,3153,4016,4257,4259,3035
259,13NOV2022,380/11:15:30-211,72,22962-40764-211-4,8,8,0,354,1577,1897,1604,1618,1814,1875,1261,,
260,13NOV2022,380/12:52:47-611,15,380/12:52:47-611,,8,0,354,1577,1897,1604,1618,1814,1875,1261,,
261,13NOV2022,382/11:29:27-405,77,22962-41562-405-7,10,10,0,1254,1505,1533,1636,1767,1661,1619,1515,1655,1229
262,13NOV2022,382/12:44: 7-405,110,22962-45846-405-13,10,10,0,1254,1505,1533,1636,1767,1661,1619,1515,1655,1229
263,13NOV2022,382/12:50: 9-405,120,22962-47034-405-14,10,10,,,,,,,,,,,
264,13NOV2022,382/13: 9:45-405,122,22962-47406-405-8,10,10,0,1254,1505,1533,1636,1767,1661,1619,1515,1655,1229
265,13NOV2022,383/11:34:39-323,81,22962-42060-323-2,10,10,,,,,,,,,,,
266,13NOV2022,383/11:52:46-323,88,22962-43242-323-1,10,10,,,,,,,,,,,
267,13NOV2022,383/12:36:37-323,109,22962-45660-323-2,10,10,,,,,,,,,,,
268,13NOV2022,383/12:52:45-323,116,22962-46842-323-1,10,10,,,,,,,,,,,
269,13NOV2022,383/13:35: 4-323,137,22962-49260-323-2,10,10,,,,,,,,,,,
270,13NOV2022,383/13:52:29-323,144,22962-50442-323-1,10,10,,,,,,,,,,,
271,13NOV2022,383/14:35: 9-323,165,22962-52860-323-2,10,10,1,3141,4177,4099,4221,3072,3042,4195,4008,4184,3020
272,13NOV2022,383/14:53: 9-323,172,22962-54042-323-1,10,10,1,3141,4177,4099,4221,3072,3042,4195,4008,4184,3020
273,13NOV2022,383/15:34:59-323,193,22962-56460-323-2,10,10,1,3020,4184,4008,4195,3042,3072,4221,4099,4177,3141
274,13NOV2022,383/15:53: 3-323,200,22962-57642-323-1,10,10,1,3020,4184,4008,4195,3042,3072,4221,4099,4177,3141
275,13NOV2022,384/11:34:36-905,10,384/11:34:36-905,,10,1,3114,4069,4127,4155,4041,3048,4075,4056,4061,3032
276,13NOV2022,385/11:38:25-400,11,385/11:38:25-400,,10,,,,,,,,,,,
277,13NOV2022,385/11:43:13-400,78,22962-41634-413-14,10,10,,,,,,,,,,,
278,13NOV2022,387/11:43:55-201,86,22962-42564-201-4,8,8,0,1231,1883,1710,1716,1688,1715,1722,1260,,
279,13NOV2022,387/13:14:17-201,126,22962-47754-201-3,8,8,0,1231,1883,1710,1716,1688,1715,1722,1260,,
280,13NOV2022,391/11:58:51-407,91,22962-43362-407-7,10,10,0,1212,1705,1642,1827,1575,1845,1639,1602,1554,350
281,13NOV2022,391/13:14: 7-407,124,22962-47646-407-13,10,10,0,1212,1705,1642,1827,1575,1845,1639,1602,1554,350
